"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.02073 2201236 0 0.9991 1.0000 0.9981 0.9991 0.9992 1.0000 0.9981
0.02083 2201012 0 0.9991 1.0000 0.9981 0.9991 0.9992 1.0000 0.9981
0.02093 2200788 0 0.9991 1.0000 0.9981 0.9991 0.9992 1.0000 0.9981
0.02103 2200564 0 0.9991 1.0000 0.9980 0.9991 0.9992 1.0000 0.9980
0.02113 2200340 0 0.9990 1.0000 0.9980 0.9990 0.9992 1.0000 0.9980
0.02123 2200116 0 0.9990 1.0000 0.9980 0.9990 0.9992 1.0000 0.9980
0.02133 2199892 0 0.9990 1.0000 0.9980 0.9990 0.9992 1.0000 0.9980
0.02143 2199668 0 0.9990 1.0000 0.9980 0.9990 0.9992 1.0000 0.9980
0.02152 2199444 0 0.9990 1.0000 0.9980 0.9990 0.9992 1.0000 0.9980
0.02162 2199220 0 0.9990 1.0000 0.9979 0.9990 0.9992 1.0000 0.9979
0.02172 2198996 0 0.9990 1.0000 0.9979 0.9990 0.9992 1.0000 0.9979
0.02182 2198772 0 0.9990 1.0000 0.9979 0.9990 0.9991 1.0000 0.9979
0.02192 2198548 0 0.9990 1.0000 0.9979 0.9990 0.9991 1.0000 0.9979
0.02202 2198324 0 0.9990 1.0000 0.9979 0.9990 0.9991 1.0000 0.9979
0.02212 2198100 0 0.9990 1.0000 0.9979 0.9990 0.9991 1.0000 0.9979
0.02222 2197876 0 0.9990 1.0000 0.9978 0.9990 0.9991 1.0000 0.9978
0.02232 2197652 0 0.9990 1.0000 0.9978 0.9990 0.9991 1.0000 0.9978
0.02242 2197428 0 0.9989 1.0000 0.9978 0.9989 0.9991 1.0000 0.9978
0.02252 2197204 0 0.9989 1.0000 0.9978 0.9989 0.9991 1.0000 0.9978
0.02262 2196980 0 0.9989 1.0000 0.9978 0.9989 0.9991 1.0000 0.9978
0.02272 2196756 0 0.9989 1.0000 0.9978 0.9989 0.9991 1.0000 0.9978
0.02282 2196532 0 0.9989 1.0000 0.9977 0.9989 0.9991 1.0000 0.9977
0.02292 2196308 0 0.9989 1.0000 0.9977 0.9989 0.9991 1.0000 0.9977
0.02302 2196084 0 0.9989 1.0000 0.9977 0.9989 0.9991 1.0000 0.9977
0.02312 2195860 0 0.9989 1.0000 0.9977 0.9989 0.9991 1.0000 0.9977
0.02322 2195636 0 0.9989 1.0000 0.9977 0.9989 0.9991 1.0000 0.9977
0.02332 2195412 0 0.9989 1.0000 0.9976 0.9989 0.9990 1.0000 0.9976
0.02342 2195188 0 0.9989 1.0000 0.9976 0.9989 0.9990 1.0000 0.9976
0.02352 2194964 0 0.9989 1.0000 0.9976 0.9989 0.9990 1.0000 0.9976
0.02362 2194740 0 0.9988 1.0000 0.9976 0.9988 0.9990 1.0000 0.9976
0.02372 2194516 0 0.9988 1.0000 0.9976 0.9988 0.9990 1.0000 0.9976
0.02382 2194292 0 0.9988 1.0000 0.9976 0.9988 0.9990 1.0000 0.9976
0.02392 2194068 0 0.9988 1.0000 0.9975 0.9988 0.9990 1.0000 0.9975
0.02402 2193844 0 0.9988 1.0000 0.9975 0.9988 0.9990 1.0000 0.9975
0.02412 2193620 0 0.9988 1.0000 0.9975 0.9988 0.9990 1.0000 0.9975
0.02422 2193396 0 0.9988 1.0000 0.9975 0.9988 0.9990 1.0000 0.9975
0.02432 2193172 0 0.9988 1.0000 0.9975 0.9988 0.9990 1.0000 0.9975
0.02441 2192948 0 0.9988 1.0000 0.9975 0.9988 0.9990 1.0000 0.9975
0.02451 2192724 0 0.9988 1.0000 0.9974 0.9988 0.9990 1.0000 0.9974
0.02461 2192500 0 0.9988 1.0000 0.9974 0.9988 0.9990 1.0000 0.9974
0.02471 2192276 0 0.9988 1.0000 0.9974 0.9988 0.9989 1.0000 0.9974
0.02481 2192052 0 0.9987 1.0000 0.9974 0.9987 0.9989 1.0000 0.9974
0.02491 2191828 0 0.9987 1.0000 0.9974 0.9987 0.9989 1.0000 0.9974
0.02501 2191604 0 0.9987 1.0000 0.9973 0.9987 0.9989 1.0000 0.9973
0.02511 2191380 0 0.9987 1.0000 0.9973 0.9987 0.9989 1.0000 0.9973
0.02521 2191156 0 0.9987 1.0000 0.9973 0.9987 0.9989 1.0000 0.9973
0.02531 2190932 0 0.9987 1.0000 0.9973 0.9987 0.9989 1.0000 0.9973
0.02541 2190708 0 0.9987 1.0000 0.9973 0.9987 0.9989 1.0000 0.9973
0.02551 2190484 0 0.9987 1.0000 0.9972 0.9987 0.9989 1.0000 0.9972
0.02561 2190260 0 0.9987 1.0000 0.9972 0.9987 0.9989 1.0000 0.9972
0.02571 2190036 0 0.9987 1.0000 0.9972 0.9987 0.9989 1.0000 0.9972
0.02581 2189812 0 0.9987 1.0000 0.9972 0.9987 0.9989 1.0000 0.9972
0.02591 2189588 0 0.9986 1.0000 0.9972 0.9986 0.9989 1.0000 0.9972
0.02601 2189364 0 0.9986 1.0000 0.9972 0.9986 0.9988 1.0000 0.9972
0.02611 2189140 0 0.9986 1.0000 0.9971 0.9986 0.9988 1.0000 0.9971
0.02621 2188916 0 0.9986 1.0000 0.9971 0.9986 0.9988 1.0000 0.9971
0.02631 2188692 0 0.9986 1.0000 0.9971 0.9986 0.9988 1.0000 0.9971
0.02641 2188468 0 0.9986 1.0000 0.9971 0.9986 0.9988 1.0000 0.9971
0.02651 2188244 0 0.9986 1.0000 0.9971 0.9986 0.9988 1.0000 0.9971
