"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.49884 0.9543 0.9275
0.49894 0.9478 0.9269
0.49904 0.9472 0.9281
0.49914 0.9508 0.9281
0.49924 0.9346 0.9275
0.49933 0.9335 0.9287
0.49943 0.9400 0.9281
0.49953 0.9311 0.9281
0.49963 0.9418 0.9287
0.49973 0.9382 0.9281
0.49983 0.9406 0.9281
0.49993 0.9424 0.9293
0.50003 0.9350 0.9278
0.50013 0.9528 0.9296
0.50023 0.9445 0.9284
0.50033 0.9522 0.9296
0.50043 0.9379 0.9284
0.50053 0.9421 0.9296
0.50063 0.9529 0.9296
0.50073 0.9421 0.9301
0.50083 0.9379 0.9296
0.50093 0.9451 0.9313
0.50103 0.9511 0.9284
0.50113 0.9475 0.9319
0.50123 0.9487 0.9296
0.50133 0.9397 0.9302
0.50143 0.9307 0.9313
0.50153 0.9558 0.9302
0.50163 0.9445 0.9307
0.50173 0.9547 0.9308
0.50183 0.9475 0.9307
0.50193 0.9588 0.9320
0.50203 0.9475 0.9307
0.50213 0.9308 0.9302
0.50223 0.9409 0.9337
0.50233 0.9439 0.9320
0.50243 0.9534 0.9319
0.50253 0.9415 0.9314
0.50263 0.9552 0.9319
0.50273 0.9397 0.9320
0.50283 0.9481 0.9331
0.50293 0.9541 0.9332
0.50303 0.9415 0.9319
0.50313 0.9553 0.9338
0.50323 0.9516 0.9331
0.50333 0.9385 0.9320
0.50343 0.9552 0.9343
0.50353 0.9403 0.9326
0.50363 0.9373 0.9343
0.50373 0.9481 0.9332
0.50383 0.9499 0.9331
0.50393 0.9457 0.9344
0.50403 0.9397 0.9337
0.50413 0.9499 0.9344
0.50423 0.9522 0.9343
0.50433 0.9517 0.9344
0.50443 0.9421 0.9343
0.50453 0.9523 0.9356
0.50463 0.9636 0.9349
0.50473 0.9523 0.9344
0.50483 0.9582 0.9355
0.50493 0.9499 0.9344
0.50503 0.9475 0.9361
0.50513 0.9463 0.9350
0.50523 0.9552 0.9367
0.50533 0.9499 0.9350
0.50543 0.9600 0.9361
0.50553 0.9547 0.9362
0.50563 0.9570 0.9361
0.50573 0.9451 0.9362
0.50583 0.9421 0.9367
0.50593 0.9415 0.9356
0.50603 0.9528 0.9373
0.50613 0.9469 0.9373
0.50623 0.9553 0.9362
0.50633 0.9570 0.9373
0.50643 0.9397 0.9368
0.50653 0.9427 0.9379
0.50663 0.9457 0.9374
0.50673 0.9499 0.9373
0.50682 0.9433 0.9379
0.50692 0.9493 0.9373
0.50702 0.9487 0.9385
0.50712 0.9552 0.9379
0.50722 0.9642 0.9379
0.50732 0.9433 0.9385
0.50742 0.9505 0.9379
0.50752 0.9516 0.9397
0.50762 0.9564 0.9385
0.50772 0.9582 0.9397
0.50782 0.9576 0.9385
0.50792 0.9504 0.9391
0.50802 0.9517 0.9397
0.50812 0.9457 0.9397
0.50822 0.9529 0.9391
0.50832 0.9588 0.9397
0.50842 0.9451 0.9397
0.50852 0.9499 0.9397
0.50862 0.9618 0.9403
0.50872 0.9534 0.9397
0.50882 0.9493 0.9409
0.50892 0.9558 0.9403
0.50902 0.9451 0.9397
0.50912 0.9564 0.9421
0.50922 0.9493 0.9397
0.50932 0.9528 0.9415
0.50942 0.9576 0.9409
0.50952 0.9528 0.9409
0.50962 0.9541 0.9415
0.50972 0.9469 0.9415
0.50982 0.9481 0.9409
0.50992 0.9678 0.9427
0.51002 0.9612 0.9409
0.51012 0.9528 0.9427
0.51022 0.9576 0.9415
0.51032 0.9540 0.9433
0.51042 0.9523 0.9421
0.51052 0.9624 0.9427
0.51062 0.9511 0.9433
0.51072 0.9570 0.9433
0.51082 0.9600 0.9433
0.51092 0.9576 0.9433
0.51102 0.9547 0.9421
0.51112 0.9600 0.9433
0.51122 0.9534 0.9445
0.51132 0.9475 0.9433
0.51142 0.9660 0.9439
0.51152 0.9547 0.9427
0.51162 0.9552 0.9451
0.51172 0.9541 0.9439
0.51182 0.9612 0.9445
0.51192 0.9642 0.9439
0.51202 0.9588 0.9445
0.51212 0.9523 0.9445
0.51222 0.9582 0.9463
0.51232 0.9648 0.9439
0.51242 0.9481 0.9457
0.51252 0.9529 0.9445
0.51262 0.9594 0.9463
0.51272 0.9678 0.9445
0.51282 0.9510 0.9463
0.51292 0.9576 0.9457
0.51302 0.9690 0.9463
0.51312 0.9618 0.9457
0.51322 0.9642 0.9469
0.51332 0.9684 0.9451
0.51342 0.9582 0.9475
0.51352 0.9666 0.9463
0.51362 0.9624 0.9469
0.51372 0.9529 0.9475
0.51382 0.9612 0.9475
0.51392 0.9547 0.9463
0.51402 0.9690 0.9487
0.51412 0.9600 0.9457
0.51422 0.9534 0.9481
0.51432 0.9606 0.9481
0.51441 0.9690 0.9475
0.51451 0.9576 0.9475
0.51461 0.9707 0.9487
0.51471 0.9600 0.9475
0.51481 0.9660 0.9487
0.51491 0.9648 0.9481
0.51501 0.9600 0.9499
0.51511 0.9696 0.9469
0.51521 0.9576 0.9493
0.51531 0.9654 0.9493
0.51541 0.9654 0.9499
0.51551 0.9720 0.9493
0.51561 0.9564 0.9487
0.51571 0.9594 0.9493
0.51581 0.9713 0.9504
0.51591 0.9600 0.9493
0.51601 0.9642 0.9499
0.51611 0.9618 0.9504
0.51621 0.9541 0.9493
0.51631 0.9636 0.9510
0.51641 0.9594 0.9505
0.51651 0.9743 0.9516
0.51661 0.9696 0.9487
0.51671 0.9636 0.9516
0.51681 0.9642 0.9505
0.51691 0.9618 0.9504
0.51701 0.9702 0.9523
0.51711 0.9660 0.9504
0.51721 0.9636 0.9523
0.51731 0.9684 0.9510
0.51741 0.9720 0.9517
0.51751 0.9654 0.9522
0.51761 0.9666 0.9523
0.51771 0.9701 0.9522
0.51781 0.9666 0.9523
0.51791 0.9684 0.9528
0.51801 0.9672 0.9517
0.51811 0.9606 0.9528
0.51821 0.9714 0.9523
0.51831 0.9618 0.9534
0.51841 0.9690 0.9529
0.51851 0.9707 0.9534
0.51861 0.9630 0.9529
0.51871 0.9761 0.9540
0.51881 0.9714 0.9529
0.51891 0.9684 0.9552
0.51901 0.9708 0.9535
0.51911 0.9666 0.9552
0.51921 0.9636 0.9529
0.51931 0.9707 0.9540
0.51941 0.9672 0.9547
0.51951 0.9701 0.9558
0.51961 0.9594 0.9535
0.51971 0.9582 0.9552
0.51981 0.9732 0.9541
0.51991 0.9761 0.9564
0.52001 0.9684 0.9547
0.52011 0.9678 0.9552
0.52021 0.9720 0.9558
0.52031 0.9707 0.9570
0.52041 0.9791 0.9547
0.52051 0.9737 0.9564
0.52061 0.9576 0.9553
0.52071 0.9797 0.9570
0.52081 0.9726 0.9558
0.52091 0.9899 0.9570
0.52101 0.9636 0.9558
0.52111 0.9648 0.9564
0.52121 0.9773 0.9576
0.52131 0.9654 0.9564
0.52141 0.9725 0.9576
0.52151 0.9821 0.9564
0.52161 0.9713 0.9582
0.52171 0.9708 0.9570
0.52180 0.9642 0.9582
0.52190 0.9678 0.9570
0.52200 0.9696 0.9588
0.52210 0.9767 0.9570
0.52220 0.9821 0.9582
0.52230 0.9791 0.9582
0.52240 0.9678 0.9594
0.52250 0.9815 0.9576
0.52260 0.9839 0.9588
0.52270 0.9672 0.9594
0.52280 0.9749 0.9588
0.52290 0.9815 0.9588
0.52300 0.9827 0.9594
0.52310 0.9660 0.9594
0.52320 0.9707 0.9594
0.52330 0.9720 0.9588
0.52340 0.9737 0.9606
0.52350 0.9660 0.9594
0.52360 0.9707 0.9606
0.52370 0.9773 0.9594
0.52380 0.9809 0.9606
0.52390 0.9737 0.9606
0.52400 0.9725 0.9600
0.52410 0.9690 0.9606
0.52420 0.9797 0.9606
0.52430 0.9749 0.9612
0.52440 0.9696 0.9612
0.52450 0.9624 0.9606
0.52460 0.9731 0.9618
0.52470 0.9737 0.9606
0.52480 0.9779 0.9630
0.52490 0.9696 0.9606
0.52500 0.9630 0.9618
0.52510 0.9737 0.9624
0.52520 0.9791 0.9624
0.52530 0.9773 0.9624
0.52540 0.9797 0.9624
0.52550 0.9761 0.9624
0.52560 0.9785 0.9636
0.52570 0.9761 0.9618
0.52580 0.9678 0.9630
0.52590 0.9714 0.9630
0.52600 0.9737 0.9642
0.52610 0.9725 0.9630
0.52620 0.9773 0.9630
0.52630 0.9839 0.9648
0.52640 0.9720 0.9624
0.52650 0.9737 0.9642
0.52660 0.9791 0.9642
0.52670 0.9809 0.9648
0.52680 0.9881 0.9636
0.52690 0.9761 0.9648
0.52700 0.9767 0.9642
0.52710 0.9761 0.9648
0.52720 0.9887 0.9648
0.52730 0.9863 0.9648
0.52740 0.9702 0.9648
0.52750 0.9803 0.9660
0.52760 0.9696 0.9654
0.52770 0.9839 0.9660
0.52780 0.9785 0.9648
0.52790 0.9755 0.9666
0.52800 0.9714 0.9654
0.52810 0.9743 0.9660
0.52820 0.9857 0.9654
0.52830 0.9821 0.9684
0.52840 0.9857 0.9654
0.52850 0.9773 0.9672
0.52860 0.9875 0.9666
0.52870 0.9815 0.9666
0.52880 0.9803 0.9672
0.52890 0.9827 0.9672
0.52900 0.9809 0.9666
0.52910 0.9743 0.9678
0.52920 0.9809 0.9678
0.52930 0.9785 0.9672
0.52939 0.9767 0.9678
0.52949 0.9779 0.9684
0.52959 0.9833 0.9678
0.52969 0.9934 0.9690
0.52979 0.9899 0.9684
0.52989 0.9713 0.9690
0.52999 0.9911 0.9678
0.53009 0.9737 0.9690
0.53019 0.9916 0.9696
0.53029 0.9875 0.9684
0.53039 0.9732 0.9696
0.53049 0.9857 0.9701
0.53059 0.9845 0.9690
0.53069 0.9809 0.9701
0.53079 0.9785 0.9690
0.53089 0.9761 0.9696
0.53099 0.9737 0.9696
0.53109 0.9743 0.9707
0.53119 0.9821 0.9701
0.53129 0.9863 0.9702
0.53139 0.9839 0.9713
0.53149 0.9755 0.9702
0.53159 0.9904 0.9707
0.53169 0.9881 0.9708
0.53179 0.9928 0.9713
0.53189 0.9803 0.9702
0.53199 0.9887 0.9731
0.53209 0.9821 0.9708
0.53219 0.9839 0.9719
0.53229 0.9839 0.9714
0.53239 0.9845 0.9725
0.53249 0.9827 0.9708
0.53259 0.9881 0.9731
0.53269 0.9982 0.9720
0.53279 0.9893 0.9737
0.53289 0.9851 0.9714
0.53299 0.9970 0.9743
0.53309 0.9857 0.9720
0.53319 0.9904 0.9743
0.53329 0.9839 0.9726
0.53339 0.9833 0.9731
0.53349 0.9881 0.9737
0.53359 0.9952 0.9731
0.53369 0.9851 0.9737
0.53379 0.9899 0.9737
0.53389 1.0036 0.9743
0.53399 0.9839 0.9737
0.53409 0.9839 0.9743
0.53419 0.9928 0.9743
0.53429 0.9809 0.9743
0.53439 1.0000 0.9749
0.53449 0.9958 0.9743
0.53459 0.9910 0.9749
0.53469 0.9839 0.9743
0.53479 0.9869 0.9755
0.53489 0.9964 0.9749
0.53499 0.9857 0.9761
0.53509 0.9869 0.9755
0.53519 0.9964 0.9749
0.53529 1.0000 0.9779
0.53539 0.9797 0.9749
0.53549 0.9851 0.9761
0.53559 1.0042 0.9767
0.53569 0.9851 0.9755
0.53579 0.9904 0.9773
0.53589 0.9875 0.9761
0.53599 0.9815 0.9761
0.53609 0.9899 0.9761
0.53619 0.9833 0.9779
0.53629 0.9863 0.9767
0.53639 0.9803 0.9767
0.53649 0.9934 0.9791
0.53659 0.9881 0.9767
0.53669 0.9940 0.9779
0.53679 0.9893 0.9773
0.53688 0.9749 0.9785
0.53698 1.0018 0.9773
0.53708 0.9982 0.9779
0.53718 0.9899 0.9797
0.53728 0.9899 0.9791
0.53738 0.9964 0.9779
0.53748 0.9839 0.9797
0.53758 0.9881 0.9773
0.53768 0.9994 0.9797
0.53778 0.9881 0.9791
0.53788 0.9922 0.9797
0.53798 0.9893 0.9791
0.53808 0.9863 0.9797
0.53818 0.9964 0.9797
0.53828 0.9982 0.9803
0.53838 0.9946 0.9797
0.53848 1.0036 0.9803
0.53858 0.9875 0.9803
0.53868 1.0000 0.9815
0.53878 0.9976 0.9791
0.53888 0.9904 0.9815
0.53898 0.9976 0.9803
0.53908 0.9988 0.9815
0.53918 1.0006 0.9815
0.53928 0.9869 0.9803
0.53938 0.9952 0.9827
0.53948 0.9952 0.9809
0.53958 0.9922 0.9803
0.53968 0.9958 0.9827
0.53978 0.9940 0.9809
0.53988 1.0060 0.9833
0.53998 0.9952 0.9821
0.54008 0.9904 0.9827
0.54018 1.0054 0.9821
0.54028 0.9934 0.9833
0.54038 1.0000 0.9821
0.54048 0.9946 0.9833
0.54058 0.9922 0.9827
0.54068 0.9958 0.9827
0.54078 1.0006 0.9827
0.54088 1.0000 0.9839
0.54098 0.9922 0.9833
0.54108 1.0000 0.9833
0.54118 0.9910 0.9851
0.54128 0.9899 0.9833
0.54138 1.0006 0.9845
0.54148 1.0060 0.9851
0.54158 0.9976 0.9845
0.54168 1.0006 0.9833
0.54178 1.0000 0.9845
0.54188 0.9970 0.9851
0.54198 1.0107 0.9851
0.54208 0.9964 0.9851
0.54218 1.0012 0.9863
0.54228 0.9988 0.9851
0.54238 0.9988 0.9857
0.54248 0.9928 0.9851
0.54258 0.9922 0.9863
0.54268 0.9964 0.9857
0.54278 1.0066 0.9857
0.54288 0.9976 0.9863
0.54298 0.9910 0.9863
0.54308 1.0113 0.9857
0.54318 1.0000 0.9875
0.54328 0.9970 0.9869
0.54338 1.0006 0.9869
0.54348 1.0024 0.9863
0.54358 0.9952 0.9875
0.54368 1.0024 0.9863
0.54378 1.0036 0.9887
0.54388 1.0018 0.9857
0.54398 1.0024 0.9893
0.54408 0.9988 0.9875
0.54418 0.9988 0.9875
0.54428 0.9994 0.9881
0.54437 1.0030 0.9881
0.54447 0.9928 0.9881
0.54457 0.9964 0.9881
0.54467 1.0024 0.9887
0.54477 1.0036 0.9881
0.54487 1.0054 0.9887
0.54497 0.9946 0.9893
0.54507 1.0018 0.9893
0.54517 0.9976 0.9893
0.54527 1.0006 0.9887
0.54537 1.0054 0.9899
0.54547 1.0030 0.9893
0.54557 1.0054 0.9904
0.54567 1.0024 0.9905
0.54577 0.9916 0.9899
0.54587 0.9946 0.9905
0.54597 1.0101 0.9904
0.54607 1.0060 0.9899
0.54617 1.0030 0.9910
0.54627 1.0030 0.9910
0.54637 0.9946 0.9911
0.54647 1.0066 0.9922
0.54657 0.9905 0.9893
0.54667 1.0137 0.9922
0.54677 1.0006 0.9911
0.54687 0.9964 0.9916
0.54697 1.0054 0.9911
0.54707 0.9958 0.9922
0.54717 1.0006 0.9922
0.54727 1.0048 0.9922
0.54737 0.9964 0.9922
0.54747 1.0030 0.9916
0.54757 0.9940 0.9928
0.54767 1.0048 0.9928
0.54777 1.0113 0.9928
0.54787 1.0084 0.9940
0.54797 1.0006 0.9928
0.54807 1.0101 0.9928
0.54817 1.0072 0.9934
0.54827 1.0090 0.9934
0.54837 1.0000 0.9934
0.54847 1.0012 0.9928
0.54857 1.0084 0.9946
0.54867 1.0125 0.9946
0.54877 1.0113 0.9940
0.54887 1.0137 0.9946
0.54897 1.0012 0.9940
0.54907 1.0042 0.9952
0.54917 1.0060 0.9940
0.54927 1.0006 0.9952
0.54937 1.0054 0.9940
0.54947 1.0084 0.9964
0.54957 0.9934 0.9946
0.54967 1.0090 0.9958
0.54977 1.0113 0.9952
0.54987 1.0036 0.9964
0.54997 1.0012 0.9958
0.55007 1.0042 0.9964
0.55017 1.0012 0.9952
0.55027 1.0090 0.9964
0.55037 0.9875 0.9964
0.55047 1.0006 0.9970
0.55057 1.0024 0.9964
0.55067 1.0072 0.9970
0.55077 1.0173 0.9964
0.55087 1.0090 0.9970
0.55097 1.0173 0.9976
0.55107 1.0066 0.9976
0.55117 1.0042 0.9976
0.55127 0.9964 0.9976
0.55137 1.0137 0.9976
0.55147 1.0167 0.9976
0.55157 1.0078 0.9982
0.55167 1.0137 0.9982
0.55177 1.0107 0.9988
0.55186 1.0084 0.9976
0.55196 1.0251 0.9994
0.55206 1.0155 0.9994
0.55216 1.0161 0.9976
0.55226 1.0119 0.9994
0.55236 1.0125 0.9994
0.55246 1.0143 0.9994
0.55256 1.0048 1.0000
0.55266 1.0191 0.9988
0.55276 1.0137 1.0006
0.55286 1.0143 0.9994
0.55296 1.0036 1.0000
0.55306 1.0119 0.9994
0.55316 1.0096 1.0018
0.55326 1.0095 0.9994
0.55336 1.0215 1.0006
0.55346 1.0197 1.0006
0.55356 1.0125 1.0012
0.55366 1.0215 1.0012
0.55376 1.0143 1.0018
0.55386 1.0179 1.0012
0.55396 1.0191 1.0012
0.55406 1.0089 1.0024
0.55416 1.0066 1.0006
0.55426 1.0101 1.0012
0.55436 1.0233 1.0024
0.55446 1.0149 1.0018
0.55456 1.0161 1.0024
0.55466 1.0101 1.0012
0.55476 1.0191 1.0042
0.55486 1.0131 1.0018
0.55496 1.0143 1.0030
0.55506 1.0185 1.0030
0.55516 1.0179 1.0030
0.55526 1.0197 1.0030
0.55536 1.0149 1.0036
0.55546 1.0185 1.0030
0.55556 1.0131 1.0036
0.55566 1.0304 1.0036
0.55576 1.0251 1.0042
0.55586 1.0119 1.0036
0.55596 1.0078 1.0048
0.55606 1.0185 1.0036
0.55616 1.0257 1.0054
0.55626 1.0155 1.0048
0.55636 1.0233 1.0042
0.55646 1.0119 1.0054
0.55656 1.0000 1.0042
0.55666 1.0197 1.0048
0.55676 1.0167 1.0048
0.55686 1.0227 1.0060
0.55696 1.0251 1.0054
0.55706 1.0149 1.0060
0.55716 1.0149 1.0060
0.55726 1.0233 1.0054
0.55736 1.0203 1.0060
0.55746 1.0173 1.0066
0.55756 1.0167 1.0060
0.55766 1.0346 1.0072
0.55776 1.0161 1.0054
0.55786 1.0161 1.0072
0.55796 1.0203 1.0066
0.55806 1.0257 1.0066
0.55816 1.0221 1.0078
0.55826 1.0245 1.0078
0.55836 1.0155 1.0072
0.55846 1.0233 1.0078
0.55856 1.0107 1.0066
0.55866 1.0155 1.0084
0.55876 1.0221 1.0078
0.55886 1.0209 1.0078
0.55896 1.0137 1.0084
0.55906 1.0161 1.0084
0.55916 1.0263 1.0089
0.55926 1.0125 1.0084
0.55936 1.0167 1.0089
0.55945 1.0251 1.0090
0.55955 1.0173 1.0089
0.55965 1.0233 1.0090
0.55975 1.0310 1.0095
0.55985 1.0191 1.0096
0.55995 1.0245 1.0089
0.56005 1.0185 1.0107
0.56015 1.0221 1.0089
0.56025 1.0191 1.0101
0.56035 1.0257 1.0101
0.56045 1.0299 1.0107
0.56055 1.0161 1.0101
0.56065 1.0293 1.0101
0.56075 1.0340 1.0101
0.56085 1.0173 1.0119
0.56095 1.0203 1.0101
0.56105 1.0203 1.0113
0.56115 1.0233 1.0113
0.56125 1.0209 1.0119
0.56135 1.0161 1.0119
0.56145 1.0197 1.0113
0.56155 1.0310 1.0113
0.56165 1.0209 1.0119
0.56175 1.0239 1.0125
0.56185 1.0215 1.0119
0.56195 1.0197 1.0125
0.56205 1.0179 1.0113
0.56215 1.0197 1.0125
0.56225 1.0268 1.0119
0.56235 1.0239 1.0143
0.56245 1.0167 1.0113
0.56255 1.0299 1.0143
0.56265 1.0245 1.0125
0.56275 1.0269 1.0137
0.56285 1.0292 1.0137
0.56295 1.0251 1.0137
0.56305 1.0251 1.0137
0.56315 1.0173 1.0137
0.56325 1.0245 1.0143
0.56335 1.0233 1.0137
0.56345 1.0334 1.0155
0.56355 1.0263 1.0137
0.56365 1.0185 1.0149
0.56375 1.0227 1.0143
0.56385 1.0268 1.0155
0.56395 1.0233 1.0155
0.56405 1.0191 1.0143
0.56415 1.0281 1.0161
0.56425 1.0221 1.0149
0.56435 1.0215 1.0155
0.56445 1.0257 1.0155
0.56455 1.0227 1.0167
0.56465 1.0209 1.0161
0.56475 1.0304 1.0161
0.56485 1.0280 1.0155
0.56495 1.0251 1.0167
0.56505 1.0280 1.0161
0.56515 1.0239 1.0167
0.56525 1.0388 1.0167
0.56535 1.0388 1.0179
0.56545 1.0286 1.0167
0.56555 1.0358 1.0173
0.56565 1.0257 1.0179
0.56575 1.0239 1.0173
0.56585 1.0298 1.0173
0.56595 1.0299 1.0191
0.56605 1.0280 1.0173
0.56615 1.0328 1.0185
0.56625 1.0382 1.0185
0.56635 1.0203 1.0179
0.56645 1.0299 1.0191
0.56655 1.0233 1.0179
0.56665 1.0316 1.0203
0.56675 1.0268 1.0185
0.56684 1.0203 1.0185
0.56694 1.0268 1.0203
0.56704 1.0287 1.0191
0.56714 1.0364 1.0191
0.56724 1.0358 1.0197
0.56734 1.0251 1.0197
0.56744 1.0316 1.0203
0.56754 1.0239 1.0203
0.56764 1.0442 1.0203
0.56774 1.0412 1.0203
0.56784 1.0287 1.0203
0.56794 1.0322 1.0203
0.56804 1.0388 1.0215
0.56814 1.0370 1.0203
0.56824 1.0233 1.0209
0.56834 1.0477 1.0209
0.56844 1.0400 1.0221
0.56854 1.0322 1.0209
0.56864 1.0328 1.0221
0.56874 1.0352 1.0221
0.56884 1.0322 1.0221
0.56894 1.0322 1.0215
0.56904 1.0394 1.0233
0.56914 1.0370 1.0221
0.56924 1.0275 1.0227
0.56934 1.0453 1.0221
0.56944 1.0430 1.0227
0.56954 1.0424 1.0227
0.56964 1.0328 1.0233
0.56974 1.0364 1.0227
0.56984 1.0299 1.0233
0.56994 1.0358 1.0233
0.57004 1.0346 1.0245
0.57014 1.0430 1.0233
0.57024 1.0406 1.0245
0.57034 1.0376 1.0233
0.57044 1.0322 1.0245
0.57054 1.0346 1.0245
0.57064 1.0376 1.0245
0.57074 1.0406 1.0251
0.57084 1.0382 1.0245
0.57094 1.0418 1.0251
0.57104 1.0316 1.0251
0.57114 1.0370 1.0239
0.57124 1.0430 1.0257
0.57134 1.0364 1.0251
0.57144 1.0418 1.0263
0.57154 1.0376 1.0263
0.57164 1.0322 1.0251
0.57174 1.0352 1.0263
0.57184 1.0406 1.0257
0.57194 1.0245 1.0263
0.57204 1.0388 1.0268
0.57214 1.0322 1.0269
0.57224 1.0382 1.0263
0.57234 1.0316 1.0269
0.57244 1.0430 1.0263
0.57254 1.0257 1.0275
0.57264 1.0310 1.0274
0.57274 1.0484 1.0275
0.57284 1.0382 1.0274
0.57294 1.0442 1.0281
0.57304 1.0400 1.0274
0.57314 1.0466 1.0275
0.57324 1.0424 1.0286
0.57334 1.0436 1.0281
0.57344 1.0322 1.0274
0.57354 1.0328 1.0293
0.57364 1.0263 1.0286
0.57374 1.0448 1.0287
0.57384 1.0370 1.0292
0.57394 1.0466 1.0293
0.57404 1.0447 1.0286
0.57414 1.0496 1.0299
0.57424 1.0406 1.0286
0.57434 1.0316 1.0304
0.57443 1.0292 1.0286
0.57453 1.0257 1.0299
0.57463 1.0453 1.0298
0.57473 1.0460 1.0304
0.57483 1.0424 1.0298
0.57493 1.0340 1.0304
0.57503 1.0394 1.0298
0.57513 1.0418 1.0316
0.57523 1.0477 1.0310
0.57533 1.0460 1.0310
0.57543 1.0352 1.0298
0.57553 1.0388 1.0322
0.57563 1.0436 1.0304
0.57573 1.0591 1.0316
0.57583 1.0436 1.0310
0.57593 1.0412 1.0328
0.57603 1.0418 1.0316
0.57613 1.0478 1.0316
0.57623 1.0442 1.0334
0.57633 1.0394 1.0316
0.57643 1.0490 1.0322
0.57653 1.0358 1.0322
0.57663 1.0525 1.0334
0.57673 1.0418 1.0322
0.57683 1.0454 1.0334
0.57693 1.0394 1.0328
0.57703 1.0394 1.0334
0.57713 1.0364 1.0328
0.57723 1.0322 1.0346
0.57733 1.0465 1.0334
0.57743 1.0490 1.0346
0.57753 1.0430 1.0334
0.57763 1.0388 1.0340
0.57773 1.0501 1.0340
0.57783 1.0549 1.0346
0.57793 1.0447 1.0346
0.57803 1.0418 1.0352
0.57813 1.0531 1.0352
0.57823 1.0525 1.0346
0.57833 1.0442 1.0346
0.57843 1.0352 1.0358
0.57853 1.0442 1.0346
0.57863 1.0519 1.0364
0.57873 1.0465 1.0358
0.57883 1.0549 1.0352
0.57893 1.0394 1.0364
0.57903 1.0478 1.0364
0.57913 1.0471 1.0352
0.57923 1.0430 1.0376
0.57933 1.0459 1.0364
0.57943 1.0472 1.0370
0.57953 1.0579 1.0364
0.57963 1.0519 1.0376
0.57973 1.0471 1.0364
0.57983 1.0460 1.0370
0.57993 1.0400 1.0370
0.58003 1.0537 1.0376
0.58013 1.0543 1.0376
0.58023 1.0501 1.0382
0.58033 1.0495 1.0376
0.58043 1.0436 1.0382
0.58053 1.0543 1.0382
0.58063 1.0376 1.0388
0.58073 1.0501 1.0376
0.58083 1.0442 1.0388
0.58093 1.0418 1.0382
0.58103 1.0454 1.0400
0.58113 1.0549 1.0388
0.58123 1.0525 1.0394
0.58133 1.0579 1.0394
0.58143 1.0465 1.0388
0.58153 1.0460 1.0412
0.58163 1.0507 1.0388
0.58173 1.0484 1.0406
0.58183 1.0555 1.0406
0.58192 1.0549 1.0400
0.58202 1.0579 1.0406
0.58212 1.0609 1.0406
0.58222 1.0453 1.0400
0.58232 1.0507 1.0412
0.58242 1.0477 1.0406
0.58252 1.0501 1.0406
0.58262 1.0579 1.0418
0.58272 1.0418 1.0418
0.58282 1.0531 1.0418
0.58292 1.0567 1.0412
0.58302 1.0531 1.0418
0.58312 1.0555 1.0424
0.58322 1.0597 1.0418
0.58332 1.0507 1.0424
0.58342 1.0471 1.0418
0.58352 1.0627 1.0424
0.58362 1.0543 1.0424
0.58372 1.0639 1.0436
0.58382 1.0513 1.0424
0.58392 1.0507 1.0430
0.58402 1.0615 1.0430
0.58412 1.0567 1.0442
0.58422 1.0567 1.0424
0.58432 1.0472 1.0442
0.58442 1.0489 1.0436
0.58452 1.0454 1.0442
0.58462 1.0531 1.0447
0.58472 1.0561 1.0448
0.58482 1.0525 1.0436
0.58492 1.0651 1.0448
0.58502 1.0513 1.0447
0.58512 1.0573 1.0442
0.58522 1.0537 1.0453
0.58532 1.0591 1.0448
0.58542 1.0668 1.0442
0.58552 1.0537 1.0460
0.58562 1.0579 1.0447
0.58572 1.0549 1.0460
0.58582 1.0585 1.0459
0.58592 1.0663 1.0448
0.58602 1.0513 1.0465
0.58612 1.0633 1.0466
0.58622 1.0507 1.0472
0.58632 1.0543 1.0459
0.58642 1.0603 1.0472
0.58652 1.0549 1.0465
0.58662 1.0657 1.0478
0.58672 1.0638 1.0459
0.58682 1.0537 1.0478
0.58692 1.0644 1.0471
0.58702 1.0460 1.0472
0.58712 1.0555 1.0471
0.58722 1.0537 1.0484
0.58732 1.0656 1.0477
0.58742 1.0573 1.0484
0.58752 1.0567 1.0483
0.58762 1.0561 1.0478
0.58772 1.0567 1.0477
0.58782 1.0591 1.0501
0.58792 1.0626 1.0471
0.58802 1.0507 1.0496
0.58812 1.0567 1.0489
0.58822 1.0567 1.0501
0.58832 1.0537 1.0483
0.58842 1.0687 1.0496
0.58852 1.0495 1.0501
0.58862 1.0531 1.0496
0.58872 1.0603 1.0495
0.58882 1.0519 1.0501
0.58892 1.0591 1.0495
0.58902 1.0585 1.0507
0.58912 1.0626 1.0501
0.58922 1.0639 1.0507
0.58932 1.0632 1.0513
0.58941 1.0639 1.0507
0.58951 1.0650 1.0513
0.58961 1.0645 1.0507
0.58971 1.0740 1.0513
0.58981 1.0525 1.0519
0.58991 1.0609 1.0507
0.59001 1.0621 1.0525
0.59011 1.0555 1.0513
0.59021 1.0621 1.0531
0.59031 1.0680 1.0519
0.59041 1.0561 1.0519
0.59051 1.0603 1.0531
0.59061 1.0657 1.0519
0.59071 1.0638 1.0531
0.59081 1.0573 1.0525
0.59091 1.0609 1.0531
0.59101 1.0579 1.0537
0.59111 1.0597 1.0537
0.59121 1.0681 1.0537
0.59131 1.0645 1.0537
0.59141 1.0597 1.0531
0.59151 1.0699 1.0543
0.59161 1.0686 1.0537
0.59171 1.0710 1.0549
