"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.24328 0.6010 0.6159
0.24338 0.5962 0.6159
0.24348 0.6016 0.6177
0.24358 0.6004 0.6165
0.24368 0.5986 0.6165
0.24378 0.5986 0.6165
0.24388 0.5992 0.6171
0.24398 0.6016 0.6171
0.24407 0.6016 0.6165
0.24417 0.6034 0.6177
0.24427 0.5927 0.6178
0.24437 0.5992 0.6177
0.24447 0.6052 0.6177
0.24457 0.6052 0.6177
0.24467 0.6064 0.6195
0.24477 0.6052 0.6177
0.24487 0.5980 0.6177
0.24497 0.6016 0.6183
0.24507 0.6034 0.6183
0.24517 0.5950 0.6195
0.24527 0.6094 0.6183
0.24537 0.6016 0.6183
0.24547 0.6040 0.6195
0.24557 0.6040 0.6195
0.24567 0.6094 0.6183
0.24577 0.6028 0.6195
0.24587 0.6088 0.6189
0.24597 0.6022 0.6195
0.24607 0.6022 0.6195
0.24617 0.6070 0.6195
0.24627 0.6094 0.6207
0.24637 0.5998 0.6201
0.24647 0.6064 0.6195
0.24657 0.6112 0.6195
0.24667 0.5986 0.6213
0.24677 0.5993 0.6196
0.24687 0.5998 0.6207
0.24697 0.6058 0.6207
0.24707 0.6070 0.6201
0.24717 0.6165 0.6207
0.24727 0.6004 0.6213
0.24737 0.6046 0.6213
0.24747 0.6082 0.6219
0.24757 0.6076 0.6201
0.24767 0.6046 0.6213
0.24777 0.6076 0.6213
0.24787 0.6034 0.6225
0.24797 0.6153 0.6213
0.24807 0.6028 0.6219
0.24817 0.6076 0.6213
0.24827 0.6076 0.6225
0.24837 0.6034 0.6219
0.24847 0.6052 0.6219
0.24857 0.6052 0.6231
0.24867 0.6028 0.6225
0.24877 0.6124 0.6219
0.24887 0.6052 0.6231
0.24897 0.6058 0.6225
0.24907 0.6094 0.6225
0.24917 0.6052 0.6231
0.24927 0.6101 0.6232
0.24937 0.6082 0.6237
0.24947 0.6082 0.6249
0.24957 0.6094 0.6225
0.24967 0.6094 0.6237
0.24977 0.6100 0.6237
0.24987 0.6118 0.6231
0.24997 0.6106 0.6249
0.25007 0.6016 0.6231
0.25017 0.6094 0.6243
0.25027 0.6141 0.6255
0.25037 0.6112 0.6243
0.25047 0.6082 0.6237
0.25057 0.6112 0.6249
0.25067 0.6082 0.6249
0.25077 0.6112 0.6243
0.25087 0.6189 0.6255
0.25097 0.6088 0.6261
0.25107 0.6052 0.6249
0.25117 0.6076 0.6249
0.25127 0.6112 0.6255
0.25137 0.6112 0.6255
0.25147 0.6130 0.6255
0.25156 0.6147 0.6261
0.25166 0.6052 0.6261
0.25176 0.6118 0.6255
0.25186 0.6118 0.6261
0.25196 0.6106 0.6261
0.25206 0.6118 0.6267
0.25216 0.6165 0.6273
0.25226 0.6124 0.6261
0.25236 0.6153 0.6261
0.25246 0.6147 0.6273
0.25256 0.6147 0.6273
0.25266 0.6135 0.6267
0.25276 0.6100 0.6273
0.25286 0.6159 0.6273
0.25296 0.6171 0.6267
0.25306 0.6167 0.6293
0.25316 0.6135 0.6273
0.25326 0.6112 0.6267
0.25336 0.6112 0.6279
0.25346 0.6165 0.6285
0.25356 0.6082 0.6279
0.25366 0.6124 0.6279
0.25376 0.6070 0.6285
0.25386 0.6118 0.6279
0.25396 0.6118 0.6279
0.25406 0.6165 0.6291
0.25416 0.6219 0.6291
0.25426 0.6177 0.6297
0.25436 0.6147 0.6279
0.25446 0.6153 0.6285
0.25456 0.6177 0.6303
0.25466 0.6118 0.6285
0.25476 0.6213 0.6297
0.25486 0.6159 0.6297
0.25496 0.6112 0.6297
0.25506 0.6135 0.6303
0.25516 0.6165 0.6291
0.25526 0.6147 0.6303
0.25536 0.6177 0.6291
0.25546 0.6147 0.6309
0.25556 0.6124 0.6303
0.25566 0.6153 0.6303
0.25576 0.6177 0.6309
0.25586 0.6177 0.6315
0.25596 0.6094 0.6303
0.25606 0.6130 0.6297
0.25616 0.6171 0.6315
0.25626 0.6231 0.6309
0.25636 0.6130 0.6315
0.25646 0.6201 0.6315
0.25656 0.6153 0.6315
0.25666 0.6153 0.6315
0.25676 0.6171 0.6326
0.25686 0.6094 0.6309
0.25696 0.6201 0.6321
0.25706 0.6231 0.6321
0.25716 0.6159 0.6326
0.25726 0.6189 0.6321
0.25736 0.6177 0.6315
0.25746 0.6177 0.6332
0.25756 0.6189 0.6326
0.25766 0.6171 0.6326
0.25776 0.6153 0.6326
0.25786 0.6189 0.6321
0.25796 0.6243 0.6332
0.25806 0.6173 0.6334
0.25816 0.6219 0.6338
0.25826 0.6213 0.6326
0.25836 0.6261 0.6338
0.25846 0.6261 0.6332
0.25856 0.6195 0.6350
0.25866 0.6189 0.6332
0.25876 0.6201 0.6344
0.25886 0.6225 0.6338
0.25896 0.6207 0.6344
0.25905 0.6135 0.6350
0.25915 0.6189 0.6326
0.25925 0.6201 0.6356
0.25935 0.6189 0.6344
0.25945 0.6177 0.6338
0.25955 0.6225 0.6350
0.25965 0.6237 0.6356
0.25975 0.6207 0.6344
0.25985 0.6249 0.6350
0.25995 0.6195 0.6356
0.26005 0.6183 0.6344
0.26015 0.6219 0.6368
0.26025 0.6249 0.6350
0.26035 0.6261 0.6362
0.26045 0.6159 0.6356
0.26055 0.6201 0.6356
0.26065 0.6213 0.6368
0.26075 0.6243 0.6356
0.26085 0.6267 0.6362
0.26095 0.6207 0.6362
0.26105 0.6279 0.6374
0.26115 0.6243 0.6362
0.26125 0.6243 0.6368
0.26135 0.6249 0.6362
0.26145 0.6249 0.6368
0.26155 0.6243 0.6374
0.26165 0.6183 0.6374
0.26175 0.6255 0.6374
0.26185 0.6338 0.6374
0.26195 0.6267 0.6368
0.26205 0.6279 0.6380
0.26215 0.6285 0.6380
0.26225 0.6225 0.6374
0.26235 0.6171 0.6392
0.26245 0.6261 0.6374
0.26255 0.6189 0.6374
0.26265 0.6189 0.6386
0.26275 0.6261 0.6392
0.26285 0.6118 0.6374
0.26295 0.6237 0.6386
0.26305 0.6251 0.6394
0.26315 0.6261 0.6386
0.26325 0.6195 0.6386
0.26335 0.6171 0.6392
0.26345 0.6315 0.6398
0.26355 0.6285 0.6392
0.26365 0.6321 0.6404
0.26375 0.6309 0.6392
0.26385 0.6321 0.6398
0.26395 0.6326 0.6398
0.26405 0.6207 0.6398
0.26415 0.6321 0.6410
0.26425 0.6273 0.6392
0.26435 0.6273 0.6404
0.26445 0.6249 0.6404
0.26455 0.6255 0.6404
0.26465 0.6338 0.6410
0.26475 0.6315 0.6416
0.26485 0.6303 0.6404
0.26495 0.6321 0.6404
0.26505 0.6285 0.6410
0.26515 0.6273 0.6416
0.26525 0.6309 0.6410
0.26535 0.6297 0.6422
0.26545 0.6303 0.6404
0.26555 0.6273 0.6422
0.26565 0.6374 0.6422
0.26575 0.6207 0.6416
0.26585 0.6291 0.6410
0.26595 0.6297 0.6428
0.26605 0.6392 0.6428
0.26615 0.6309 0.6422
0.26625 0.6309 0.6422
0.26635 0.6291 0.6428
0.26645 0.6309 0.6428
0.26654 0.6297 0.6434
0.26664 0.6249 0.6422
0.26674 0.6321 0.6428
0.26684 0.6309 0.6428
0.26694 0.6243 0.6434
0.26704 0.6261 0.6434
0.26714 0.6303 0.6440
0.26724 0.6326 0.6440
0.26734 0.6344 0.6428
0.26744 0.6332 0.6440
0.26754 0.6344 0.6434
0.26764 0.6338 0.6446
0.26774 0.6321 0.6446
0.26784 0.6326 0.6434
0.26794 0.6356 0.6446
0.26804 0.6309 0.6452
0.26814 0.6352 0.6448
0.26824 0.6326 0.6440
0.26834 0.6321 0.6452
0.26844 0.6344 0.6452
0.26854 0.6338 0.6452
0.26864 0.6380 0.6452
0.26874 0.6374 0.6458
0.26884 0.6321 0.6446
0.26894 0.6380 0.6470
0.26904 0.6344 0.6440
0.26914 0.6374 0.6470
0.26924 0.6368 0.6458
0.26934 0.6338 0.6458
0.26944 0.6392 0.6470
0.26954 0.6303 0.6458
0.26964 0.6368 0.6458
0.26974 0.6344 0.6464
0.26984 0.6338 0.6470
0.26994 0.6410 0.6458
0.27004 0.6422 0.6482
0.27014 0.6398 0.6464
0.27024 0.6338 0.6476
0.27034 0.6416 0.6470
0.27044 0.6303 0.6464
0.27054 0.6368 0.6482
0.27064 0.6303 0.6470
0.27074 0.6356 0.6482
0.27084 0.6362 0.6470
0.27094 0.6368 0.6488
0.27104 0.6386 0.6470
0.27114 0.6392 0.6488
0.27124 0.6362 0.6488
0.27134 0.6422 0.6476
0.27144 0.6356 0.6488
0.27154 0.6356 0.6488
0.27164 0.6386 0.6476
0.27174 0.6380 0.6500
0.27184 0.6374 0.6488
0.27194 0.6362 0.6488
0.27204 0.6374 0.6488
0.27214 0.6368 0.6494
0.27224 0.6416 0.6500
0.27234 0.6452 0.6488
0.27244 0.6309 0.6506
0.27254 0.6482 0.6488
0.27264 0.6398 0.6500
0.27274 0.6368 0.6500
0.27284 0.6362 0.6506
0.27294 0.6350 0.6500
0.27304 0.6362 0.6500
0.27314 0.6418 0.6507
0.27324 0.6434 0.6506
0.27334 0.6350 0.6506
0.27344 0.6410 0.6506
0.27354 0.6398 0.6511
0.27364 0.6368 0.6506
0.27374 0.6374 0.6506
0.27384 0.6404 0.6517
0.27394 0.6410 0.6517
0.27404 0.6398 0.6511
0.27413 0.6398 0.6511
0.27423 0.6344 0.6523
0.27433 0.6428 0.6511
0.27443 0.6422 0.6517
0.27453 0.6309 0.6511
0.27463 0.6464 0.6523
0.27473 0.6398 0.6523
0.27483 0.6332 0.6511
0.27493 0.6464 0.6541
0.27503 0.6476 0.6523
0.27513 0.6446 0.6535
0.27523 0.6464 0.6517
0.27533 0.6428 0.6529
0.27543 0.6452 0.6529
0.27553 0.6476 0.6535
0.27563 0.6428 0.6535
0.27573 0.6398 0.6535
0.27583 0.6428 0.6529
0.27593 0.6392 0.6535
0.27603 0.6416 0.6535
0.27613 0.6386 0.6535
0.27623 0.6428 0.6535
0.27633 0.6386 0.6541
0.27643 0.6458 0.6547
0.27653 0.6428 0.6541
0.27663 0.6434 0.6541
0.27673 0.6482 0.6541
0.27683 0.6410 0.6553
0.27693 0.6416 0.6541
0.27703 0.6500 0.6553
0.27713 0.6511 0.6553
0.27723 0.6344 0.6541
0.27733 0.6440 0.6553
0.27743 0.6398 0.6553
0.27753 0.6511 0.6553
0.27763 0.6428 0.6559
0.27773 0.6476 0.6547
0.27783 0.6494 0.6565
0.27793 0.6464 0.6559
0.27803 0.6494 0.6565
0.27813 0.6490 0.6561
0.27823 0.6470 0.6565
0.27833 0.6482 0.6553
0.27843 0.6416 0.6571
0.27853 0.6458 0.6565
0.27863 0.6452 0.6559
0.27873 0.6434 0.6577
0.27883 0.6464 0.6559
0.27893 0.6470 0.6577
0.27903 0.6506 0.6565
0.27913 0.6506 0.6583
0.27923 0.6494 0.6571
0.27933 0.6494 0.6577
0.27943 0.6482 0.6577
0.27953 0.6464 0.6571
0.27963 0.6589 0.6589
0.27973 0.6488 0.6571
0.27983 0.6434 0.6583
0.27993 0.6464 0.6589
0.28003 0.6428 0.6583
0.28013 0.6506 0.6577
0.28023 0.6416 0.6589
0.28033 0.6452 0.6577
0.28043 0.6535 0.6601
0.28053 0.6506 0.6589
0.28063 0.6517 0.6577
0.28073 0.6511 0.6595
0.28083 0.6517 0.6595
0.28093 0.6446 0.6595
0.28103 0.6440 0.6589
0.28113 0.6535 0.6601
0.28123 0.6488 0.6595
0.28133 0.6511 0.6601
0.28143 0.6464 0.6595
0.28153 0.6589 0.6613
0.28162 0.6571 0.6601
0.28172 0.6577 0.6601
0.28182 0.6517 0.6607
0.28192 0.6476 0.6607
0.28202 0.6583 0.6607
0.28212 0.6458 0.6601
0.28222 0.6553 0.6613
0.28232 0.6500 0.6607
0.28242 0.6523 0.6613
0.28252 0.6440 0.6607
0.28262 0.6535 0.6613
0.28272 0.6488 0.6619
0.28282 0.6511 0.6607
0.28292 0.6511 0.6619
0.28302 0.6482 0.6613
0.28312 0.6525 0.6621
0.28322 0.6482 0.6619
0.28332 0.6571 0.6625
0.28342 0.6488 0.6631
0.28352 0.6482 0.6613
0.28362 0.6529 0.6631
0.28372 0.6535 0.6619
0.28382 0.6506 0.6631
0.28392 0.6559 0.6631
0.28402 0.6523 0.6625
0.28412 0.6553 0.6625
0.28422 0.6517 0.6643
0.28432 0.6476 0.6625
0.28442 0.6559 0.6631
0.28452 0.6523 0.6643
0.28462 0.6494 0.6625
0.28472 0.6523 0.6643
0.28482 0.6535 0.6637
0.28492 0.6553 0.6649
0.28502 0.6583 0.6631
0.28512 0.6547 0.6649
0.28522 0.6506 0.6637
0.28532 0.6559 0.6649
0.28542 0.6553 0.6649
0.28552 0.6571 0.6643
0.28562 0.6529 0.6637
0.28572 0.6476 0.6655
0.28582 0.6613 0.6661
0.28592 0.6553 0.6649
0.28602 0.6529 0.6643
0.28612 0.6535 0.6667
0.28622 0.6523 0.6643
0.28632 0.6607 0.6661
0.28642 0.6541 0.6661
0.28652 0.6565 0.6649
0.28662 0.6547 0.6655
0.28672 0.6607 0.6673
0.28682 0.6529 0.6667
0.28692 0.6541 0.6655
0.28702 0.6625 0.6661
0.28712 0.6601 0.6673
0.28722 0.6589 0.6655
0.28732 0.6577 0.6667
0.28742 0.6613 0.6679
0.28752 0.6547 0.6661
0.28762 0.6589 0.6685
0.28772 0.6511 0.6655
0.28782 0.6589 0.6673
0.28792 0.6631 0.6679
0.28802 0.6601 0.6679
0.28812 0.6573 0.6675
0.28822 0.6631 0.6679
0.28832 0.6589 0.6685
0.28842 0.6607 0.6685
0.28852 0.6661 0.6685
0.28862 0.6625 0.6673
0.28872 0.6523 0.6697
0.28882 0.6655 0.6679
0.28892 0.6637 0.6691
0.28902 0.6571 0.6691
0.28911 0.6488 0.6685
0.28921 0.6535 0.6679
0.28931 0.6529 0.6691
0.28941 0.6613 0.6691
0.28951 0.6607 0.6702
0.28961 0.6607 0.6685
0.28971 0.6631 0.6702
0.28981 0.6619 0.6685
0.28991 0.6613 0.6697
0.29001 0.6619 0.6708
0.29011 0.6506 0.6691
0.29021 0.6577 0.6708
0.29031 0.6595 0.6697
0.29041 0.6607 0.6702
0.29051 0.6625 0.6702
0.29061 0.6589 0.6708
0.29071 0.6655 0.6708
0.29081 0.6619 0.6702
0.29091 0.6613 0.6702
0.29101 0.6625 0.6720
0.29111 0.6625 0.6708
0.29121 0.6637 0.6702
0.29131 0.6607 0.6726
0.29141 0.6661 0.6708
0.29151 0.6613 0.6720
0.29161 0.6702 0.6714
0.29171 0.6607 0.6714
0.29181 0.6685 0.6720
0.29191 0.6601 0.6720
0.29201 0.6595 0.6726
0.29211 0.6667 0.6720
0.29221 0.6661 0.6732
0.29231 0.6673 0.6720
0.29241 0.6619 0.6726
0.29251 0.6541 0.6714
0.29261 0.6643 0.6726
0.29271 0.6667 0.6738
0.29281 0.6679 0.6738
0.29291 0.6577 0.6726
0.29301 0.6661 0.6726
0.29311 0.6645 0.6746
0.29321 0.6637 0.6732
0.29331 0.6673 0.6726
0.29341 0.6655 0.6738
0.29351 0.6643 0.6744
0.29361 0.6691 0.6744
0.29371 0.6667 0.6744
0.29381 0.6720 0.6744
0.29391 0.6607 0.6744
0.29401 0.6631 0.6738
0.29411 0.6750 0.6744
0.29421 0.6655 0.6750
0.29431 0.6714 0.6750
0.29441 0.6631 0.6744
0.29451 0.6607 0.6750
0.29461 0.6673 0.6750
0.29471 0.6732 0.6762
0.29481 0.6631 0.6750
0.29491 0.6613 0.6750
0.29501 0.6643 0.6756
0.29511 0.6631 0.6756
0.29521 0.6589 0.6762
0.29531 0.6697 0.6756
0.29541 0.6649 0.6756
0.29551 0.6667 0.6762
0.29561 0.6661 0.6762
0.29571 0.6619 0.6768
0.29581 0.6756 0.6768
0.29591 0.6679 0.6762
0.29601 0.6762 0.6768
0.29611 0.6726 0.6780
0.29621 0.6649 0.6762
0.29631 0.6762 0.6774
0.29641 0.6697 0.6780
0.29651 0.6720 0.6774
0.29660 0.6732 0.6774
0.29670 0.6774 0.6786
0.29680 0.6720 0.6774
0.29690 0.6762 0.6780
0.29700 0.6685 0.6780
0.29710 0.6768 0.6774
0.29720 0.6661 0.6780
0.29730 0.6649 0.6792
0.29740 0.6625 0.6774
0.29750 0.6685 0.6786
0.29760 0.6691 0.6786
0.29770 0.6720 0.6792
0.29780 0.6714 0.6786
0.29790 0.6708 0.6786
0.29800 0.6673 0.6786
0.29810 0.6732 0.6792
0.29820 0.6675 0.6800
0.29830 0.6756 0.6798
0.29840 0.6720 0.6798
0.29850 0.6708 0.6792
0.29860 0.6726 0.6792
0.29870 0.6720 0.6798
0.29880 0.6738 0.6810
0.29890 0.6756 0.6798
0.29900 0.6685 0.6804
0.29910 0.6708 0.6798
0.29920 0.6708 0.6804
0.29930 0.6738 0.6810
0.29940 0.6685 0.6804
0.29950 0.6720 0.6810
0.29960 0.6750 0.6816
0.29970 0.6732 0.6804
0.29980 0.6708 0.6804
0.29990 0.6726 0.6822
0.30000 0.6756 0.6822
0.30010 0.6798 0.6810
0.30020 0.6780 0.6822
0.30030 0.6720 0.6816
0.30040 0.6750 0.6822
0.30050 0.6756 0.6816
0.30060 0.6744 0.6822
0.30070 0.6816 0.6828
0.30080 0.6762 0.6822
0.30090 0.6702 0.6828
0.30100 0.6774 0.6822
0.30110 0.6762 0.6828
0.30120 0.6732 0.6834
0.30130 0.6780 0.6828
0.30140 0.6756 0.6828
0.30150 0.6840 0.6834
0.30160 0.6714 0.6834
0.30170 0.6750 0.6834
0.30180 0.6702 0.6846
0.30190 0.6708 0.6828
0.30200 0.6798 0.6846
0.30210 0.6738 0.6834
0.30220 0.6762 0.6840
0.30230 0.6840 0.6852
0.30240 0.6834 0.6846
0.30250 0.6762 0.6846
0.30260 0.6780 0.6840
0.30270 0.6726 0.6852
0.30280 0.6774 0.6840
0.30290 0.6858 0.6852
0.30300 0.6756 0.6852
0.30310 0.6816 0.6852
0.30320 0.6812 0.6854
0.30330 0.6756 0.6852
0.30340 0.6762 0.6846
0.30350 0.6738 0.6858
0.30360 0.6846 0.6864
0.30370 0.6798 0.6858
0.30380 0.6798 0.6858
0.30390 0.6810 0.6858
0.30400 0.6702 0.6870
0.30409 0.6780 0.6852
0.30419 0.6822 0.6876
0.30429 0.6822 0.6858
0.30439 0.6822 0.6870
0.30449 0.6774 0.6870
0.30459 0.6756 0.6870
0.30469 0.6780 0.6858
0.30479 0.6762 0.6882
0.30489 0.6876 0.6870
0.30499 0.6762 0.6876
0.30509 0.6750 0.6876
0.30519 0.6774 0.6876
0.30529 0.6822 0.6876
0.30539 0.6816 0.6876
0.30549 0.6852 0.6876
0.30559 0.6810 0.6893
0.30569 0.6846 0.6876
0.30579 0.6804 0.6876
0.30589 0.6858 0.6893
0.30599 0.6816 0.6887
0.30609 0.6780 0.6887
0.30619 0.6804 0.6882
0.30629 0.6792 0.6876
0.30639 0.6846 0.6905
0.30649 0.6834 0.6882
0.30659 0.6840 0.6893
0.30669 0.6971 0.6893
0.30679 0.6810 0.6905
0.30689 0.6882 0.6887
0.30699 0.6876 0.6905
0.30709 0.6708 0.6887
0.30719 0.6780 0.6899
0.30729 0.6810 0.6905
0.30739 0.6882 0.6893
0.30749 0.6858 0.6905
0.30759 0.6834 0.6905
0.30769 0.6804 0.6899
0.30779 0.6816 0.6899
0.30789 0.6852 0.6917
0.30799 0.6882 0.6905
0.30809 0.6852 0.6911
0.30819 0.6931 0.6919
0.30829 0.6804 0.6905
0.30839 0.6798 0.6911
0.30849 0.6786 0.6917
0.30859 0.6893 0.6911
0.30869 0.6858 0.6923
0.30879 0.6941 0.6923
0.30889 0.6953 0.6923
0.30899 0.6911 0.6917
0.30909 0.6840 0.6917
0.30919 0.6744 0.6923
0.30929 0.6959 0.6923
0.30939 0.6887 0.6923
0.30949 0.6816 0.6941
0.30959 0.6882 0.6923
0.30969 0.6911 0.6929
0.30979 0.6911 0.6929
0.30989 0.6876 0.6923
0.30999 0.6929 0.6941
0.31009 0.6858 0.6935
0.31019 0.6846 0.6935
0.31029 0.6876 0.6935
0.31039 0.6870 0.6935
0.31049 0.6858 0.6935
0.31059 0.6929 0.6935
0.31069 0.6905 0.6947
0.31079 0.6983 0.6947
0.31089 0.6893 0.6947
0.31099 0.6917 0.6947
0.31109 0.6858 0.6929
0.31119 0.6876 0.6947
0.31129 0.6893 0.6953
0.31139 0.6887 0.6953
0.31149 0.6923 0.6953
0.31159 0.6935 0.6947
0.31168 0.7007 0.6953
0.31178 0.6887 0.6953
0.31188 0.6917 0.6959
0.31198 0.6893 0.6959
0.31208 0.6935 0.6947
0.31218 0.6887 0.6959
0.31228 0.6876 0.6959
0.31238 0.6887 0.6959
0.31248 0.6965 0.6965
0.31258 0.6858 0.6965
0.31268 0.6893 0.6959
0.31278 0.6977 0.6965
0.31288 0.6929 0.6965
0.31298 0.6822 0.6965
0.31308 0.6923 0.6971
0.31318 0.6913 0.6967
0.31328 0.6983 0.6977
0.31338 0.6959 0.6971
0.31348 0.6876 0.6977
0.31358 0.6792 0.6971
0.31368 0.6941 0.6977
0.31378 0.6971 0.6983
0.31388 0.6923 0.6971
0.31398 0.6923 0.6977
0.31408 0.6917 0.6983
0.31418 0.6935 0.6989
0.31428 0.6953 0.6977
0.31438 0.6887 0.6989
0.31448 0.6905 0.6983
0.31458 0.6905 0.6983
0.31468 0.6953 0.6989
0.31478 0.6929 0.6983
0.31488 0.6977 0.6995
0.31498 0.6965 0.6989
0.31508 0.6864 0.6995
0.31518 0.6911 0.6995
0.31528 0.6965 0.6989
0.31538 0.6899 0.7007
0.31548 0.6953 0.6989
0.31558 0.6965 0.6995
0.31568 0.6959 0.7007
0.31578 0.6911 0.6995
0.31588 0.7013 0.7007
0.31598 0.6989 0.7007
0.31608 0.6935 0.7007
0.31618 0.6965 0.7001
0.31628 0.6935 0.7007
0.31638 0.7049 0.7019
0.31648 0.6965 0.7001
0.31658 0.7013 0.7019
0.31668 0.6959 0.7001
0.31678 0.6911 0.7019
0.31688 0.7049 0.7019
0.31698 0.6965 0.7019
0.31708 0.6971 0.7007
0.31718 0.6953 0.7019
0.31728 0.6989 0.7025
0.31738 0.6977 0.7013
0.31748 0.6983 0.7025
0.31758 0.7049 0.7025
0.31768 0.6947 0.7025
0.31778 0.6977 0.7025
0.31788 0.6965 0.7025
0.31798 0.6941 0.7025
0.31808 0.7007 0.7025
0.31818 0.7027 0.7033
0.31828 0.6977 0.7031
0.31838 0.6989 0.7031
0.31848 0.6870 0.7037
0.31858 0.7001 0.7031
0.31868 0.6929 0.7025
0.31878 0.6858 0.7043
0.31888 0.6971 0.7037
0.31898 0.7061 0.7043
0.31908 0.7031 0.7037
0.31917 0.7067 0.7043
0.31927 0.7073 0.7043
0.31937 0.7007 0.7043
0.31947 0.7019 0.7049
0.31957 0.6983 0.7055
0.31967 0.6923 0.7031
0.31977 0.7031 0.7061
0.31987 0.6899 0.7049
0.31997 0.7061 0.7049
0.32007 0.7049 0.7049
0.32017 0.7067 0.7049
0.32027 0.6953 0.7061
0.32037 0.7007 0.7055
0.32047 0.7037 0.7055
0.32057 0.7096 0.7061
0.32067 0.7025 0.7055
0.32077 0.7049 0.7073
0.32087 0.6971 0.7055
0.32097 0.6971 0.7061
0.32107 0.7073 0.7073
0.32117 0.6995 0.7061
0.32127 0.7084 0.7073
0.32137 0.6989 0.7061
0.32147 0.7025 0.7073
0.32157 0.7067 0.7067
0.32167 0.6971 0.7073
0.32177 0.7073 0.7067
0.32187 0.7061 0.7078
0.32197 0.7031 0.7073
0.32207 0.7025 0.7073
0.32217 0.7067 0.7073
0.32227 0.7084 0.7078
0.32237 0.7108 0.7090
0.32247 0.6989 0.7078
0.32257 0.7025 0.7078
0.32267 0.7019 0.7084
0.32277 0.7096 0.7078
0.32287 0.7031 0.7084
0.32297 0.7084 0.7084
0.32307 0.7007 0.7084
0.32317 0.7090 0.7090
0.32327 0.7051 0.7093
0.32337 0.7043 0.7090
0.32347 0.7102 0.7090
0.32357 0.7031 0.7084
0.32367 0.7090 0.7102
0.32377 0.7102 0.7090
0.32387 0.7156 0.7108
0.32397 0.7031 0.7096
0.32407 0.7108 0.7102
0.32417 0.7138 0.7096
0.32427 0.7049 0.7108
0.32437 0.7073 0.7096
0.32447 0.7102 0.7102
0.32457 0.7108 0.7108
0.32467 0.6989 0.7102
0.32477 0.7013 0.7108
0.32487 0.7180 0.7114
0.32497 0.7067 0.7102
0.32507 0.7162 0.7114
0.32517 0.7061 0.7114
0.32527 0.7049 0.7102
0.32537 0.7073 0.7120
0.32547 0.7162 0.7114
0.32557 0.7084 0.7114
0.32567 0.7096 0.7126
0.32577 0.7114 0.7114
0.32587 0.7055 0.7120
0.32597 0.7090 0.7120
0.32607 0.7025 0.7120
0.32617 0.7096 0.7126
0.32627 0.7150 0.7126
0.32637 0.7013 0.7126
0.32647 0.7031 0.7126
0.32657 0.7126 0.7120
0.32666 0.7102 0.7132
0.32676 0.7067 0.7132
0.32686 0.7025 0.7138
0.32696 0.7102 0.7126
0.32706 0.7150 0.7144
0.32716 0.7126 0.7132
0.32726 0.7162 0.7132
0.32736 0.7180 0.7144
0.32746 0.7120 0.7138
0.32756 0.7067 0.7138
0.32766 0.7067 0.7144
0.32776 0.7102 0.7144
0.32786 0.7126 0.7144
0.32796 0.7138 0.7138
0.32806 0.7031 0.7150
0.32816 0.7073 0.7150
0.32826 0.7104 0.7158
0.32836 0.7144 0.7144
0.32846 0.7180 0.7156
0.32856 0.7222 0.7138
0.32866 0.7102 0.7162
0.32876 0.7156 0.7156
0.32886 0.7168 0.7162
0.32896 0.7090 0.7144
0.32906 0.7156 0.7162
0.32916 0.7162 0.7162
0.32926 0.7168 0.7168
0.32936 0.7132 0.7150
0.32946 0.7114 0.7162
0.32956 0.7096 0.7174
0.32966 0.7144 0.7156
0.32976 0.7102 0.7168
0.32986 0.7132 0.7168
0.32996 0.7049 0.7174
0.33006 0.7222 0.7162
0.33016 0.7019 0.7156
0.33026 0.7108 0.7180
0.33036 0.7090 0.7174
0.33046 0.7252 0.7180
0.33056 0.7222 0.7180
0.33066 0.7162 0.7174
0.33076 0.7198 0.7180
0.33086 0.7144 0.7174
0.33096 0.7138 0.7186
0.33106 0.7126 0.7174
0.33116 0.7150 0.7186
0.33126 0.7162 0.7186
0.33136 0.7198 0.7192
0.33146 0.7126 0.7180
0.33156 0.7293 0.7192
0.33166 0.7067 0.7186
0.33176 0.7144 0.7198
0.33186 0.7192 0.7180
0.33196 0.7246 0.7198
0.33206 0.7126 0.7198
0.33216 0.7138 0.7186
0.33226 0.7120 0.7192
0.33236 0.7144 0.7198
0.33246 0.7198 0.7204
0.33256 0.7186 0.7198
0.33266 0.7216 0.7204
0.33276 0.7168 0.7198
0.33286 0.7144 0.7198
0.33296 0.7120 0.7204
0.33306 0.7180 0.7210
0.33316 0.7246 0.7204
0.33326 0.7182 0.7212
0.33336 0.7162 0.7210
0.33346 0.7144 0.7210
0.33356 0.7210 0.7210
0.33366 0.7210 0.7210
0.33376 0.7150 0.7222
0.33386 0.7210 0.7222
0.33396 0.7234 0.7210
0.33406 0.7073 0.7210
0.33415 0.7156 0.7222
0.33425 0.7204 0.7222
0.33435 0.7252 0.7228
0.33445 0.7240 0.7216
0.33455 0.7246 0.7228
0.33465 0.7234 0.7222
0.33475 0.7198 0.7222
0.33485 0.7275 0.7228
0.33495 0.7222 0.7234
0.33505 0.7198 0.7240
0.33515 0.7198 0.7222
0.33525 0.7144 0.7234
0.33535 0.7192 0.7228
0.33545 0.7234 0.7228
0.33555 0.7240 0.7240
0.33565 0.7287 0.7234
0.33575 0.7246 0.7246
0.33585 0.7275 0.7240
0.33595 0.7222 0.7240
0.33605 0.7240 0.7240
0.33615 0.7269 0.7252
