Threshold,Cloglog value,Fractional predicted area,Training omission rate,Test omission rate,P-values
Minimum training presence,0.11501546094246318,0.895418359594358,0,4.941688080648349e-4,0
Equal training sensitivity and specificity,0.514931717959001,0.27050507052489015,0.27049180327868855,0.003459181656453845,0
Maximum training sensitivity plus specificity,0.5042023094668009,0.28147193869124304,0.2459016393442623,0.0033603478948408777,0
Equal test sensitivity and specificity,0.41801143063622614,0.3789515409771083,0.1762295081967213,0.0030638466100019767,0
Maximum test sensitivity plus specificity,0.5419307694322295,0.24599478082780035,0.3114754098360656,0.0035580154180668115,0
