Threshold,Cloglog value,Fractional predicted area,Training omission rate,Test omission rate,P-values
Minimum training presence,0.08271581249933779,0.8656043196259836,0,1.9398642095053346e-4,0
Equal training sensitivity and specificity,0.5374639433677296,0.27610048398248443,0.27610208816705334,0.0033947623666343357,0
Maximum training sensitivity plus specificity,0.40444064963581927,0.3869225957264676,0.13921113689095127,0.0022308438409311348,0
Equal test sensitivity and specificity,0.5764476065228146,0.24528364007506667,0.3039443155452436,0.0036857419980601356,0
Maximum test sensitivity plus specificity,0.5213219769527748,0.2893029993744444,0.25986078886310904,0.0030067895247332687,0
